"Substance","X.1","X","ChemClass","pKa","MW","Tm","Pvap25","Sol25","Kaw25","Kow","Ksw","Kp.col","Kp.susp","Kp.sed","Kp.soil","RadS","RhoS","hamakerSP.w","Shape","Longest_side","Intermediate_side","Shortest_side"
"Se(IV)",962,954,"metal",NA,78.96,NA,NA,NA,1e-20,NA,12559.43216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sethoxydim",963,955,"base",4.58,327.49,NA,2.13e-05,25,NA,23988.32919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIMETRYN",964,956,"base",4,213.3,NA,9.47e-05,450,NA,630.9573445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sn(II)",965,957,"metal",NA,118.69,NA,6.98e-42,NA,1e-20,NA,39716.41174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sodium dichlorocyanurate",966,958,"neutral",NA,219.95,NA,1.95e-12,38420,NA,0.87096359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sr(II)",967,959,"metal",NA,87.62,NA,NA,NA,1e-20,NA,751.5937345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STILBENE",968,960,"neutral",NA,180.25,NA,0.914666666,0.292,NA,64565.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"styrene",969,961,"",NA,104,-31,600,300,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Styrene oxide",970,962,"neutral",NA,120.15,NA,39.99999999,3000,NA,40.73802778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SULFADIAZINE",971,963,"base",6.36,250.28,NA,7.01e-07,77,NA,0.812830516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SULFAMETHAZINE",972,964,"base",7.65,278.33,NA,9.09e-07,1500,NA,1.548816619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sulfentrazone",973,965,"base",6.56,387.19,NA,1.3e-07,780,NA,446.6835922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SULFOMETURON (pH 5-7)",974,966,"base",5.2,364.38,NA,3.51e-09,244,NA,15.84893192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SULFOSULFURON",975,967,"base",3.51,470.48,NA,8.81e-08,18,NA,9.77237221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SULFOTEPP",976,968,"neutral",NA,322.31,NA,0.014,30,NA,9772.37221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sulphanilic acid",977,969,"",NA,173,289,3.2e-06,10000,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-BUTYLBENZENE",978,970,"neutral",NA,134.22,NA,293.3333333,29.5,NA,12882.49552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannins",979,971,"acid",9.9,636.48,NA,1.18e-26,512.4,NA,0.645654229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERBUFOS",980,972,"neutral",NA,288.42,NA,0.042666667,5.07,NA,30199.5172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terbutaline",981,973,"base",8.73,225.29,NA,1.33e-05,212800,NA,7.943282347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERBUTRYN",982,974,"base",4.3,241.36,NA,0.000225333,25,NA,5495.408739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terephthalic acid",983,975,"",NA,166,414,0.0012,19,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tert-butyl hydroperoxide",984,976,"",NA,90,-3,3100,20000,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tert-butyl methyl ether",985,977,"",NA,88,-109,27000,50000,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TETRACHLORO-1,2-BENZENEDIOL",986,978,"acid",5.2,247.89,NA,0.000553333,2.7,NA,19498.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TETRACHLOROETHANES",987,979,"neutral",NA,167.85,NA,1773.333333,2830,NA,245.4708916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tetrachloroethylene",988,980,"",NA,166,-21,1800,160,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tetrachloroguaiacol",989,981,"acid",5.98,261.92,NA,0.0112,4.2,NA,38904.5145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TETRACHLOROPHENOLS",990,982,"acid",5.31,231.89,NA,0.0888,23,NA,28183.82931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TETRADIFON",991,983,"neutral",NA,356.05,NA,3.2e-08,0.078,NA,40738.02778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TETRAHYDROFURFURYL ALCOHOL",992,984,"neutral",NA,102.13,NA,106.8,1e+06,NA,0.776247117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TETRALIN",993,985,"neutral",NA,132.21,NA,49.06666665,47,NA,3090.295433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TETRANITROMETHANE",994,986,"neutral",NA,196.03,NA,1122.666666,900,NA,0.008912509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tetrasodium ethylenediaminetetraacetate",995,987,"",NA,380,350,2e-10,1100000,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEOPHYLLINE",996,988,"base",8.81,180.17,NA,7.43e-08,7360,NA,0.954992586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THIABENDAZOLE",997,989,"base",4.64,201.25,NA,5.33e-07,50,NA,295.1209227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"thiodiglycol",998,990,"",NA,122,-18,0.015,7.5,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THIOFANOX",999,991,"neutral",NA,218.32,NA,0.022666667,5200,NA,562.3413252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thiram",1000,992,"base",8.19,240.42,NA,0.002306667,30,NA,53.70317964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THYMOL",1001,993,"acid",10.62,150.22,NA,0.293333333,900,NA,1995.262315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tl(I)",1002,994,"metal",NA,204.383,NA,9e-21,NA,1e-20,NA,6294.627059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOLCLOFOS-METHYL",1003,995,"neutral",NA,301.13,NA,0.057333333,1.1,NA,36307.80548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toluene",1004,996,"",NA,92,-95,2900,550,NA,6700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toluene-4-sulphonic acid",1005,997,"",NA,172,101,10,7e+05,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trace metal",1006,998,"metal",NA,65.38,420,1e-20,NA,NA,NA,NA,126000,500,12600,950,NA,NA,NA,NA,NA,NA,NA
"trans-Cinnamaldehyde",1007,999,"neutral",NA,132.16,NA,3.853333332,1420,NA,79.43282347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRI-M-CRESYL PHOSPHATE",1008,1000,"neutral",NA,368.37,NA,1.45e-05,0.01837,NA,2187761.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triacetin",1009,1001,"",NA,218,2,0.33,0.48,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triasulfuron",1010,1002,"base",4.64,401.83,NA,7.37e-10,32,NA,275.4228703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tributyl tin acetate",1011,1003,"neutral",NA,349.1,NA,0.36,65,NA,1737.800829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricaine",1012,1004,"base",3.52,165.19,NA,0.019333333,1e+05,NA,63.09573445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRICHLOROACETALDEHYDE",1013,1005,"acid",9.66,147.39,NA,6666.666665,30000,NA,9.77237221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRICHLOROBENZENES",1014,1006,"neutral",NA,181.45,NA,61.06666665,30,NA,15488.16619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trichloroethylene",1015,1007,"",NA,132,-81,7700,1100,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRICHLORONATE",1016,1008,"neutral",NA,333.6,NA,0.002,0.59,NA,169824.3652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRICHLOROPHENOL",1017,1009,"acid",6.23,197.45,NA,1.066666666,800,NA,4897.788194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRICLOPYR",1018,1010,"acid",3.97,256.47,NA,0.000168,440,NA,338.8441561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tridemorph",1019,1011,"base",4.99,297.53,NA,0.015066667,0.4601,NA,2398832.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trientine",1020,1012,"",NA,146,12,1.3,49,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triethyl orthoformate",1021,1013,"",NA,148,-61,400,1300,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triethyltin bromide",1022,1014,"neutral",NA,285.8,NA,22.66666666,395.1,NA,69.18309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIFENMORPH",1023,1015,"base",5.76,329.45,NA,3.71e-06,0.02,NA,16218.10097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIFORINE",1024,1016,"base",10.6,434.97,NA,2.67e-05,30,NA,158.4893192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinexapac-ethyl",1025,1017,"acid",4.57,252.27,NA,0.00216,2.8,NA,39.81071706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triphenyl phosphate",1026,1018,"",NA,326,50,0.00015,0.75,NA,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIPHENYLPHOSPHATE",1027,1019,"neutral",NA,326.29,NA,0.000837333,1.9,NA,38904.5145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triphenyltin fluoride",1028,1020,"neutral",NA,369.03,NA,6.65e-10,1.2,NA,4168.693835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIPHENYLTIN HYDROXIDE",1029,1021,"acid",5.2,367.04,NA,4.71e-05,0.4,NA,3388.441561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIPROPYNYL-AMINE",1030,1022,"base",3.09,131.18,NA,95.59999998,76260,NA,18.62087137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tris(2-chloro-1-methylethyl) phosphate",1031,1023,"",NA,322,-36,0.00011,1600,NA,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tris(2-chloroethyl) phosphate",1032,1024,"",NA,285,-57,0.0017,7800,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRYPTOPHAN",1033,1025,"acid",7.38,204.23,NA,2.59e-07,13400,NA,0.087096359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"URACIL",1034,1026,"base",9.45,112.09,NA,0.006226667,3600,NA,0.085113804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urea",1035,1027,"",NA,60,133,0.0016,1100000,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UREA, N-(2-HYDROXYETHYL)-N-NITROSO",1036,1028,"neutral",NA,133.11,NA,0.007573333,33800,NA,0.091201084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UREA, N-ETHYL-N'-(5-NITRO-2-THIAZOLYL)-",1037,1029,"base",7.3,216.22,NA,1.75e-05,300,NA,16.98243652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V(V)",1038,1030,"metal",NA,50.941,NA,1.12e-72,NA,1e-20,NA,2505.936168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Validamycin",1039,1031,"neutral",NA,497.5,NA,1.07e-23,1e+06,NA,4.79e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VANILLIN",1040,1032,"acid",7.4,152.15,NA,0.015733333,11000,NA,16.21810097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vinyl acetate",1041,1033,"",NA,86,-93,1.1,25000,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vinyltoluene",1042,1034,"",NA,118,-77,150,89,NA,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xylenes",1043,1035,"neutral",NA,106.17,NA,1065.333333,106,NA,1318.256739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zearalenone",1044,1036,"acid",7.55,318.37,NA,1.43e-09,31.76,NA,3801.893963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zn(II)",1045,1037,"metal",NA,65.38,NA,2e-11,NA,1e-20,NA,2807.918885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
